Description,End Time,Facility Code,Participant Code,Reason,Start Time,Status,Number of Records,Outage MW,Outage Time Days,Outage Time Minutes,Recovery Time Minutes
Additional DI instructed within interval when unit was already ramping. Unable to comply.,4/16/2016 6:30:00 PM,MELK_G7,MELK,Forced,4/16/2016 6:30:00 PM,Cancelled By Market Participant,1,27.62,0,0,0
Boiler feed pump failure,6/3/2016 7:00:00 AM,MELK_G7,MELK,Forced,5/9/2016 4:30:00 AM,Cancelled By Market Participant,1,205.9,25.104166667,0.017433449,0
Full forced outage (pro-rata) due to loss of 330kV line from Shotts.,1/9/2016 10:00:00 PM,MELK_G7,MELK,Forced,1/9/2016 10:00:00 PM,Cancelled By Market Participant,1,333.595,0,0,0
Load Limitation,2/25/2016 9:30:00 PM,MELK_G7,MELK,Forced,2/25/2016 8:00:00 PM,Cancelled By Market Participant,1,120,0.0625,4.340277778e-05,0
"Master Fuel Trip, loss of fuel to feeder",5/17/2017 9:00:00 AM,MELK_G7,MELK,Forced,5/17/2017 6:00:00 AM,Cancelled By Market Participant,1,205.9,0.125,8.680555556e-05,0
"Master Fuel Trip, loss of fuel to feeder",5/18/2017 9:00:00 AM,MELK_G7,MELK,Forced,5/18/2017 6:00:00 AM,Cancelled By Market Participant,1,205.9,0.125,8.680555556e-05,0
Unable to fire on coal.,4/3/2016 7:00:00 AM,MELK_G7,MELK,Forced,4/3/2016 1:00:00 AM,Cancelled By Market Participant,1,155.9,0.25,0.000173611,0
Unit delay RTS,4/3/2016 12:30:00 AM,MELK_G7,MELK,Forced,4/1/2016 8:00:00 AM,Cancelled By Market Participant,1,205.9,1.6875,0.001171875,0
Unit out of service for Western Power ENAR265811,6/16/2016 5:00:00 PM,MELK_G7,MELK,Forced,6/16/2016 5:00:00 AM,Cancelled By Market Participant,1,211,0.5,0.000347222,0
Unit out of service for Western Power ENAR265811,6/19/2016 5:00:00 PM,MELK_G7,MELK,Forced,6/19/2016 5:00:00 AM,Cancelled By Market Participant,1,211,0.5,0.000347222,0
Unit out of service for Western Power ENAR265811/ENAR276390,6/26/2016 5:00:00 PM,MELK_G7,MELK,Forced,6/26/2016 7:00:00 AM,Cancelled By Market Participant,1,211,0.416666667,0.000289352,0
Unit out of service for Western Power ENAR265811/ENAR276390,7/3/2016 5:00:00 PM,MELK_G7,MELK,Forced,7/3/2016 7:00:00 AM,Cancelled By Market Participant,1,211,0.416666667,0.000289352,0
Unit out of service for Western Power ENAR268968,5/28/2016 7:30:00 AM,MELK_G7,MELK,Forced,5/24/2016 7:30:00 AM,Cancelled By Market Participant,1,211,4,0.002777778,0
issue with the bag house,8/30/2016 10:00:00 AM,MELK_G7,MELK,Forced,8/30/2016 10:00:00 AM,Cancelled By Market Participant,1,5.87,0,0,0
issue with the baghouse,8/30/2016 4:30:00 PM,MELK_G7,MELK,Forced,8/30/2016 4:30:00 PM,Cancelled By Market Participant,1,5.81,0,0,0
FO,6/20/2017 10:30:00 AM,MUNDARING_GT1,MUND,Forced,6/20/2017 8:30:00 AM,Cancelled By Market Participant,1,18.6,0.083333333,5.787037037e-05,0
Constrained to zero (ENAR#289695 and #275957),12/8/2016 3:30:00 PM,MWF_MUMBIDA_WF1,MCG,Forced,12/8/2016 7:00:00 AM,Cancelled By Market Participant,1,55,0.354166667,0.000245949,0
FO,8/22/2017 12:00:00 PM,MWF_MUMBIDA_WF1,MCG,Forced,8/22/2017 12:00:00 PM,Cancelled By Market Participant,1,27.5,0,0,0
Reflecting the constraint due to the SCADA System Outage for the weekend of 14 and 15 May 2016.,5/16/2016 5:30:00 PM,MWF_MUMBIDA_WF1,MCG,Forced,5/16/2016 5:30:00 PM,Cancelled By Market Participant,1,35.4,0,0,0
Reflecting the constraint due to the SCADA System Outage for the weekend of 14 and 15 May 2016.,5/16/2016 6:00:00 PM,MWF_MUMBIDA_WF1,MCG,Forced,5/16/2016 6:00:00 PM,Cancelled By Market Participant,1,49.4,0,0,0
Reflecting the constraint to 0MW due to the SCADA System Outage for the weekend of 14 and 15 May 2016.,5/15/2016 2:30:00 PM,MWF_MUMBIDA_WF1,MCG,Forced,5/15/2016 8:00:00 AM,Cancelled By Market Participant,1,55,0.270833333,0.000188079,0
Engine vibration sensor fault,8/29/2016 6:00:00 AM,PERTHENERGY_KORL_GT1,PUG,Forced,8/29/2016 6:00:00 AM,Cancelled By Market Participant,1,10.63,0,0,0
Generation reduced due to GTG100 fault,5/25/2016 6:30:00 PM,PERTHENERGY_KORL_GT1,PUG,Forced,5/25/2016 6:30:00 PM,Cancelled By Market Participant,1,37.3,0,0,0
TES Report - constrained off MW's.,5/17/2017 6:30:00 PM,PERTHENERGY_KORL_GT1,PUG,Forced,5/17/2017 6:30:00 PM,Cancelled By Market Participant,1,22,0,0,0
FO,7/21/2017 5:00:00 PM,PJRH_GT11,PJRH,Forced,7/14/2017 5:30:00 PM,Cancelled By Market Participant,1,0,6.979166667,0.004846644,0
G02 VBV Actuator Calibration and Maintenance,1/11/2016 1:00:00 PM,PMC_AG,PMC,Forced,1/11/2016 7:00:00 AM,Cancelled By Market Participant,1,34,0.25,0.000173611,0
G03 VBV Actuator Calibration and Maintenance,1/12/2016 10:00:00 AM,PMC_AG,PMC,Forced,1/12/2016 7:30:00 AM,Cancelled By Market Participant,1,34,0.104166667,7.233796296e-05,0
Operational issues caused real time forced outage.,4/28/2017 7:30:00 PM,PMC_AG,PMC,Forced,4/28/2017 7:30:00 PM,Cancelled By Market Participant,1,66.121,0,0,0
Operational issues caused real time forced outage.,4/28/2017 7:00:00 PM,PMC_AG,PMC,Forced,4/28/2017 7:00:00 PM,Cancelled By Market Participant,1,107.664,0,0,0
Operational issues caused real time forced outage.,4/28/2017 6:30:00 PM,PMC_AG,PMC,Forced,4/28/2017 6:30:00 PM,Cancelled By Market Participant,1,150.433,0,0,0
Operational issues caused real time forced outage.,4/28/2017 6:00:00 PM,PMC_AG,PMC,Forced,4/28/2017 6:00:00 PM,Cancelled By Market Participant,1,152.273,0,0,0
Operational issues caused real time forced outage.,4/28/2017 5:30:00 PM,PMC_AG,PMC,Forced,4/28/2017 5:30:00 PM,Cancelled By Market Participant,1,162.237,0,0,0
Operational issues caused real time forced outage.,6/17/2017 7:00:00 PM,PMC_AG,PMC,Forced,6/17/2017 7:00:00 PM,Cancelled By Market Participant,1,197.035,0,0,0
Operational issues caused real time forced outage.,6/17/2017 6:30:00 PM,PMC_AG,PMC,Forced,6/17/2017 6:30:00 PM,Cancelled By Market Participant,1,229.84,0,0,0
Operational issues caused real time forced outage.,4/28/2017 5:00:00 PM,PMC_AG,PMC,Forced,4/28/2017 5:00:00 PM,Cancelled By Market Participant,1,236.125,0,0,0
Operational issues caused real time forced outage.,6/17/2017 6:00:00 PM,PMC_AG,PMC,Forced,6/17/2017 5:30:00 AM,Cancelled By Market Participant,1,334.693,0.520833333,0.000361690,0
SCE islanded from the grid due to Socc Losing 220 KV Line from Muja to Kalgoorlie due to Switching and Intertrip was not disabled by Western Power.,6/2/2016 9:00:00 AM,PMC_AG,PMC,Forced,6/2/2016 8:00:00 AM,Cancelled By Market Participant,1,68,0.041666667,2.893518519e-05,0
"Break in the communication lines, protection system necessitates minimal transfer down the line to reduce possibility of trip.",3/3/2016 1:00:00 PM,STHRNCRS_EG,STHRNCRS,Forced,3/2/2016 5:30:00 PM,Cancelled By Market Participant,1,23,0.8125,0.000564236,0
I would say GT derated to allow for inspection within package.,12/22/2016 9:00:00 AM,STHRNCRS_EG,STHRNCRS,Forced,12/22/2016 9:00:00 AM,Cancelled By Market Participant,1,23,0,0,0
SCE islanded from the grid due to Socc Losing 220 KV Line from Muja to Kalgoorlie due to Switching and Intertrip was not disabled by Western Power.,6/2/2016 8:30:00 AM,STHRNCRS_EG,STHRNCRS,Forced,6/2/2016 8:00:00 AM,Cancelled By Market Participant,1,23,0.020833333,1.446759259e-05,0
"Enable Signal removed by Western Power for switching work (ENAR 284542). Site cannot operate without enable signal. 
Will request conversion to consequential.",12/14/2016 8:00:00 AM,TESLA_PICTON_G1,TSLA_MGT,Forced,12/14/2016 7:00:00 AM,Cancelled By Market Participant,1,9.9,0.041666667,2.893518519e-05,0
Enable Signal removed by Western Power for switching work (ENAR 284542). Site cannot operate without enable signal. Outage 231530 had wrong end time.,12/14/2016 4:00:00 PM,TESLA_PICTON_G1,TSLA_MGT,Forced,12/14/2016 7:00:00 AM,Cancelled By Market Participant,1,9.9,0.375,0.000260417,0
Enable signal was removed multiple feeders tripping at Western Power's Picton Power station. Site cannot operate without enable signal. Will request conversion to consequential.,2/10/2017 11:00:00 AM,TESLA_PICTON_G1,TSLA_MGT,Forced,2/10/2017 10:30:00 AM,Cancelled By Market Participant,1,9.9,0.020833333,1.446759259e-05,0
Site could not operate as enable signal was removed. will request conversion to consequential.,5/27/2016 9:00:00 PM,TESLA_PICTON_G1,TSLA_MGT,Forced,5/27/2016 8:30:00 PM,Cancelled By Market Participant,1,9.9,0.020833333,1.446759259e-05,0
Deviation from dispatch,8/19/2017 4:30:00 PM,TIWEST_COG1,TRMOS,Forced,8/19/2017 3:30:00 PM,Cancelled By Market Participant,1,30.28,0.041666667,2.893518519e-05,0
Deviation from dispatch,8/23/2017 1:00:00 PM,TIWEST_COG1,TRMOS,Forced,8/23/2017 12:30:00 PM,Cancelled By Market Participant,1,31.69,0.020833333,1.446759259e-05,0
Islanded due to Servere Weather Warning on instrcutions from Tronox,3/26/2016 11:30:00 PM,TIWEST_COG1,TRMOS,Forced,3/26/2016 7:30:00 PM,Cancelled By Market Participant,1,42.1,0.166666667,0.000115741,0
Islanded due to Servere Weather Warning.,3/26/2016 4:00:00 AM,TIWEST_COG1,TRMOS,Forced,3/26/2016 12:00:00 AM,Cancelled By Market Participant,1,42.1,0.166666667,0.000115741,0
FO,7/13/2016 9:00:00 AM,WEST_KALGOORLIE_GT2,WGUTD,Forced,7/12/2016 9:00:00 AM,Cancelled By Market Participant,1,36,1,0.000694444,0
WP Outage 228564 & 228564 - Upgrade of mechanical components on four ABB Earth SwitchesOutage,7/25/2016 3:00:00 PM,COLLGAR_WF1,COLLGAR,Forced,7/22/2016 7:00:00 AM,Cancelled By System Management,1,52,3.333333333,0.002314815,0
"Master Fuel Trip, loss of fuel to feeder",5/17/2017 9:00:00 AM,MELK_G7,MELK,Forced,5/17/2017 6:00:00 AM,Cancelled By System Management,1,205.9,0.125,8.680555556e-05,0
TES Report - constrained off MW's.,7/20/2017 6:30:00 AM,PERTHENERGY_KORL_GT1,PUG,Forced,7/20/2017 6:30:00 AM,Cancelled By System Management,1,42,0,0,0
Routine Water Wash (extension),6/1/2016 6:30:00 PM,AURICON_PNJ_U1,AURICON,Opportunistic Maintenance (Planned),6/1/2016 6:00:00 PM,Approved,1,190,0.020833333,1.446759259e-05,1
Routine Water Wash,6/1/2016 5:30:00 PM,AURICON_PNJ_U1,AURICON,Opportunistic Maintenance (Planned),6/1/2016 8:00:00 AM,Approved,1,190,0.395833333,0.000274884,10
Blade Wash,10/9/2016 7:30:00 AM,AURICON_PNJ_U1,AURICON,Opportunistic Maintenance (Planned),10/8/2016 6:00:00 PM,Approved,1,143,0.5625,0.000390625,38
Both units having their Muscle Air Compressors serviced by an external contractor.,1/31/2017 3:30:00 PM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),1/31/2017 10:30:00 AM,Approved,1,82,0.208333333,0.000144676,1
"External contractors replacing diesel return valves, plus run units to FSNL.",8/31/2016 4:30:00 PM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),8/31/2016 11:00:00 AM,Approved,1,82,0.229166667,0.000159144,1
"GSU1 oil temp transducer replacement, GSU2 inspected at the same opportunity.",5/8/2017 4:30:00 PM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),5/8/2017 8:30:00 AM,Approved,1,82,0.333333333,0.000231481,1
GT Muscle Air Compressor receiver inspection by external contractor. Taking the Muscle Air Compressors out of service takes the units out of availability.,5/3/2017 4:30:00 PM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),5/3/2017 11:00:00 AM,Approved,1,82,0.229166667,0.000159144,1
ODOM,8/21/2017 1:00:00 PM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),8/21/2017 1:00:00 PM,Approved,1,78,0,0,1
ODOM,1/30/2017 11:30:00 AM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),1/30/2017 9:00:00 AM,Approved,1,156,0.104166667,7.233796296e-05,1
ODOM,8/21/2017 12:30:00 PM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),8/21/2017 12:00:00 PM,Approved,1,156,0.020833333,1.446759259e-05,1
OOM,7/13/2016 2:00:00 PM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),7/13/2016 11:00:00 AM,Approved,1,156,0.125,8.680555556e-05,1
OOM,7/14/2016 1:00:00 PM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),7/14/2016 9:00:00 AM,Approved,1,156,0.166666667,0.000115741,1
OOM,7/20/2016 2:30:00 PM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),7/20/2016 9:00:00 AM,Approved,1,156,0.229166667,0.000159144,1
OOM,7/21/2016 2:30:00 PM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),7/21/2016 9:00:00 AM,Approved,1,156,0.229166667,0.000159144,1
Periodic maintenance - run to Crank speed only for the engines.,9/29/2016 2:30:00 PM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),9/29/2016 10:30:00 AM,Approved,1,82,0.166666667,0.000115741,1
"Place units into LOCAL control, run engines to FSNL, return to SOCC control.",2/7/2016 2:30:00 PM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),2/7/2016 12:00:00 PM,Approved,1,82,0.104166667,7.233796296e-05,1
Run units to FSNL for periodic routine.,2/2/2017 4:30:00 PM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),2/2/2017 10:30:00 AM,Approved,1,82,0.25,0.000173611,1
SCADA outage to add new comms equipment,6/20/2016 2:30:00 PM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),6/20/2016 11:00:00 AM,Approved,1,342,0.145833333,0.000101273,1
Transformer testing,12/3/2016 8:30:00 PM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),12/3/2016 7:00:00 PM,Approved,1,156,0.0625,4.340277778e-05,1
Transformer testing,12/3/2016 10:30:00 PM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),12/3/2016 9:00:00 PM,Approved,1,156,0.0625,4.340277778e-05,1
protection relay testing,6/14/2016 4:30:00 PM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),6/14/2016 8:00:00 AM,Approved,1,156,0.354166667,0.000245949,1
protection relay testing,6/15/2016 4:30:00 PM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),6/15/2016 8:00:00 AM,Approved,1,156,0.354166667,0.000245949,1
protection relay testing,6/17/2016 4:30:00 PM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),6/17/2016 8:00:00 AM,Approved,1,156,0.354166667,0.000245949,1
protection relay testing,6/20/2016 4:30:00 PM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),6/20/2016 8:00:00 AM,Approved,1,156,0.354166667,0.000245949,1
protection relay testing,6/21/2016 4:30:00 PM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),6/21/2016 8:00:00 AM,Approved,1,156,0.354166667,0.000245949,1
protection relay testing,6/22/2016 4:30:00 PM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),6/22/2016 8:00:00 AM,Approved,1,156,0.354166667,0.000245949,1
Full Speed No Load test run of the engines,9/7/2016 1:30:00 PM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),9/7/2016 10:00:00 AM,Approved,1,82,0.145833333,0.000101273,2
HV switching,5/26/2017 3:30:00 PM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),5/26/2017 2:00:00 PM,Approved,1,156,0.0625,4.340277778e-05,2
Opportunistic  outage for 171MW removed,7/16/2016 7:30:00 AM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),7/15/2016 8:00:00 AM,Approved,1,171,0.979166667,0.000679977,2
Replace a faulty network switch,6/8/2016 2:30:00 PM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),6/8/2016 10:30:00 AM,Approved,1,82,0.166666667,0.000115741,2
One unit On the day outage request,5/25/2017 4:30:00 PM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),5/25/2017 9:00:00 AM,Approved,1,171,0.3125,0.000217014,3
Unit 12 minor works,4/7/2017 7:30:00 AM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),4/6/2017 8:00:00 AM,Approved,1,172,0.979166667,0.000679977,8
Planned outage to replace Mill feeder belt.,8/11/2017 7:30:00 AM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),8/10/2017 10:00:00 PM,Approved,1,42.526,0.395833333,0.000274884,39
inspect fuel nozzles,6/11/2016 7:30:00 AM,BW1_GREENWATERS_G2,GW,Opportunistic Maintenance (Planned),6/10/2016 8:00:00 AM,Approved,1,156,0.979166667,0.000679977,39
Upgrade of Collgar PPC Software,8/17/2017 5:30:00 PM,COLLGAR_WF1,COLLGAR,Opportunistic Maintenance (Planned),8/17/2017 9:00:00 AM,Approved,1,206,0.354166667,0.000245949,0
ODOM,2/21/2017 3:30:00 PM,COLLGAR_WF1,COLLGAR,Opportunistic Maintenance (Planned),2/21/2017 9:30:00 AM,Approved,1,243.956,0.25,0.000173611,2
ODOM,4/5/2016 6:00:00 PM,ENRG_KALGOORLIE_GT3,ENRG,Opportunistic Maintenance (Planned),4/5/2016 9:30:00 AM,Approved,1,24,0.354166667,0.000245949,0
ODOM,5/3/2016 5:30:00 PM,ENRG_KALGOORLIE_GT3,ENRG,Opportunistic Maintenance (Planned),5/3/2016 9:30:00 AM,Approved,1,24,0.333333333,0.000231481,0
ODOM,1/18/2017 11:00:00 AM,ENRG_KALGOORLIE_GT3,ENRG,Opportunistic Maintenance (Planned),1/18/2017 11:00:00 AM,Approved,1,24,0,0,0
Opportune work,2/2/2016 3:30:00 PM,ENRG_KALGOORLIE_GT3,ENRG,Opportunistic Maintenance (Planned),2/2/2016 10:00:00 AM,Approved,1,24,0.229166667,0.000159144,0
day ahead maintenance,4/11/2017 7:30:00 AM,ENRG_KALGOORLIE_GT3,ENRG,Opportunistic Maintenance (Planned),4/10/2017 8:00:00 AM,Approved,1,0,0.979166667,0.000679977,0
WMK OOS For Compressor Wash,5/29/2017 7:30:00 AM,ENRG_KALGOORLIE_GT3,ENRG,Opportunistic Maintenance (Planned),5/29/2017 6:00:00 AM,Approved,1,0.1,0.0625,4.340277778e-05,1
HRSG Tube Failure,1/13/2016 7:30:00 AM,ENRG_KALGOORLIE_GT3,ENRG,Opportunistic Maintenance (Planned),1/12/2016 8:00:00 AM,Approved,1,15,0.979166667,0.000679977,24
ODOM,5/20/2016 6:30:00 AM,KORL_GT3,KORL,Opportunistic Maintenance (Planned),5/19/2016 9:30:00 AM,Approved,1,21,0.875,0.000607639,0
ODOM,5/16/2017 1:30:00 PM,KORL_GT3,KORL,Opportunistic Maintenance (Planned),5/16/2017 1:00:00 PM,Approved,1,21,0.020833333,1.446759259e-05,0
ODOM,8/23/2017 1:30:00 PM,KORL_GT3,KORL,Opportunistic Maintenance (Planned),8/23/2017 9:30:00 AM,Approved,1,21,0.166666667,0.000115741,0
ODOM,9/12/2016 11:30:00 AM,KORL_GT3,KORL,Opportunistic Maintenance (Planned),9/12/2016 11:00:00 AM,Approved,1,100.1,0.020833333,1.446759259e-05,0
ODOM,11/25/2016 10:30:00 AM,KORL_GT3,KORL,Opportunistic Maintenance (Planned),11/25/2016 10:30:00 AM,Approved,1,100.1,0,0,0
ODOM,12/16/2016 12:00:00 PM,KORL_GT3,KORL,Opportunistic Maintenance (Planned),12/16/2016 11:30:00 AM,Approved,1,100.1,0.020833333,1.446759259e-05,0
ODOM,12/20/2016 12:30:00 PM,KORL_GT3,KORL,Opportunistic Maintenance (Planned),12/20/2016 11:00:00 AM,Approved,1,100.1,0.0625,4.340277778e-05,0
ODOM,12/22/2016 1:00:00 PM,KORL_GT3,KORL,Opportunistic Maintenance (Planned),12/22/2016 11:00:00 AM,Approved,1,100.1,0.083333333,5.787037037e-05,0
ODOM,3/13/2017 1:00:00 PM,KORL_GT3,KORL,Opportunistic Maintenance (Planned),3/13/2017 10:00:00 AM,Approved,1,100.1,0.125,8.680555556e-05,0
ODOM,8/10/2017 7:30:00 AM,KORL_GT3,KORL,Opportunistic Maintenance (Planned),8/9/2017 12:00:00 PM,Approved,1,100.1,0.8125,0.000564236,0
OOM,7/22/2016 1:30:00 PM,KORL_GT3,KORL,Opportunistic Maintenance (Planned),7/22/2016 1:30:00 PM,Approved,1,50.05,0,0,0
On the day opp maintenance,2/29/2016 10:00:00 AM,KORL_GT3,KORL,Opportunistic Maintenance (Planned),2/29/2016 10:00:00 AM,Approved,1,50,0,0,0
On the day opp maintenance,2/29/2016 2:00:00 PM,KORL_GT3,KORL,Opportunistic Maintenance (Planned),2/29/2016 10:30:00 AM,Approved,1,100.1,0.145833333,0.000101273,0
Opportune work,1/29/2016 3:30:00 PM,KORL_GT3,KORL,Opportunistic Maintenance (Planned),1/29/2016 9:30:00 AM,Approved,1,100.1,0.25,0.000173611,0
Opportunistic Maintenance,3/2/2016 10:30:00 AM,KORL_GT3,KORL,Opportunistic Maintenance (Planned),3/2/2016 10:30:00 AM,Approved,1,50,0,0,0
DAOM,9/16/2016 1:00:00 PM,KORL_GT3,KORL,Opportunistic Maintenance (Planned),9/16/2016 10:30:00 AM,Approved,1,100.1,0.104166667,7.233796296e-05,1
Lube clean,8/7/2017 1:00:00 PM,KORL_GT3,KORL,Opportunistic Maintenance (Planned),8/7/2017 10:30:00 AM,Approved,1,100.1,0.104166667,7.233796296e-05,1
DAOM,4/5/2017 3:30:00 PM,KORL_GT3,KORL,Opportunistic Maintenance (Planned),4/5/2017 8:00:00 AM,Approved,1,100.1,0.3125,0.000217014,2
Outage,1/21/2016 3:00:00 PM,KORL_GT3,KORL,Opportunistic Maintenance (Planned),1/21/2016 8:00:00 AM,Approved,1,100.1,0.291666667,0.000202546,2
Maintenance,7/11/2016 7:30:00 AM,KORL_GT3,KORL,Opportunistic Maintenance (Planned),7/11/2016 12:00:00 AM,Approved,1,100.1,0.3125,0.000217014,4
BI+HSE+IC+UT,5/27/2017 7:30:00 AM,KORL_GT3,KORL,Opportunistic Maintenance (Planned),5/26/2017 8:00:00 AM,Approved,1,100.1,0.979166667,0.000679977,36
Mill minor maintenance,8/14/2016 4:00:00 PM,MELK_G7,MELK,Opportunistic Maintenance (Planned),8/14/2016 9:00:00 AM,Approved,1,0,0.291666667,0.000202546,0
CW Pump Maintenance,8/28/2016 5:00:00 PM,MELK_G7,MELK,Opportunistic Maintenance (Planned),8/28/2016 8:00:00 AM,Approved,1,25.9,0.375,0.000260417,1
CW Pump Maintenance,8/28/2016 5:00:00 PM,MELK_G7,MELK,Opportunistic Maintenance (Planned),8/28/2016 8:00:00 AM,Approved,1,31,0.375,0.000260417,1
Reduced Load to allow for increased CW Temperature / Vacuum,2/13/2016 7:30:00 AM,MELK_G7,MELK,Opportunistic Maintenance (Planned),2/13/2016 5:00:00 AM,Approved,1,65,0.104166667,7.233796296e-05,1
Reduced Load to allow for increased CW Temperature / Vacuum,2/13/2016 7:30:00 AM,MELK_G7,MELK,Opportunistic Maintenance (Planned),2/13/2016 5:00:00 AM,Approved,1,70,0.104166667,7.233796296e-05,1
BFP Maintenance,3/12/2016 5:00:00 PM,MELK_G7,MELK,Opportunistic Maintenance (Planned),3/12/2016 9:30:00 AM,Approved,1,121,0.3125,0.000217014,2
repair sample line,5/13/2017 9:30:00 PM,MELK_G7,MELK,Opportunistic Maintenance (Planned),5/13/2017 8:00:00 AM,Approved,1,211,0.5625,0.000390625,3
Partial outage (70MW) for mill maintenance,6/8/2017 12:00:00 PM,MELK_G7,MELK,Opportunistic Maintenance (Planned),6/8/2017 10:00:00 AM,Approved,1,70,0.083333333,5.787037037e-05,4
Partial outage - load reduction from 270MW to 180MW,11/6/2016 1:30:00 PM,MELK_G7,MELK,Opportunistic Maintenance (Planned),11/6/2016 8:00:00 AM,Approved,1,90,0.229166667,0.000159144,5
1 Day Outage,4/26/2017 4:30:00 PM,MELK_G7,MELK,Opportunistic Maintenance (Planned),4/26/2017 8:00:00 AM,Approved,1,227,0.354166667,0.000245949,6
BFP Maintenance.,3/2/2016 7:30:00 AM,MELK_G7,MELK,Opportunistic Maintenance (Planned),3/1/2016 8:00:00 AM,Approved,1,105,0.979166667,0.000679977,6
Reduced load,7/13/2017 4:00:00 PM,MELK_G7,MELK,Opportunistic Maintenance (Planned),7/13/2017 8:00:00 AM,Approved,1,25,0.333333333,0.000231481,8
Full outage for SDCC repairs - early start,6/23/2016 7:30:00 AM,MELK_G7,MELK,Opportunistic Maintenance (Planned),6/23/2016 5:00:00 AM,Approved,1,343.238,0.104166667,7.233796296e-05,10
Boiler Feed Pump Maintenance,3/7/2016 7:30:00 AM,MELK_G7,MELK,Opportunistic Maintenance (Planned),3/6/2016 8:00:00 AM,Approved,1,211,0.979166667,0.000679977,12
Cooling Tower Fan Repairs,11/4/2016 7:30:00 AM,MELK_G7,MELK,Opportunistic Maintenance (Planned),11/3/2016 8:00:00 AM,Approved,1,55,0.979166667,0.000679977,12
Cooling Tower Maintenance,1/13/2017 7:30:00 AM,MELK_G7,MELK,Opportunistic Maintenance (Planned),1/12/2017 8:00:00 AM,Approved,1,27,0.979166667,0.000679977,12
Cooling Tower Tie in,3/4/2016 7:30:00 AM,MELK_G7,MELK,Opportunistic Maintenance (Planned),3/3/2016 8:00:00 AM,Approved,1,195,0.979166667,0.000679977,12
Cooling Tower Tie in,3/4/2016 9:30:00 PM,MELK_G7,MELK,Opportunistic Maintenance (Planned),3/4/2016 8:00:00 AM,Approved,1,195,0.5625,0.000390625,12
Load Derate,6/8/2017 7:30:00 AM,MELK_G7,MELK,Opportunistic Maintenance (Planned),6/7/2017 8:00:00 AM,Approved,1,5,0.979166667,0.000679977,12
Load Derate,8/4/2017 7:30:00 AM,MELK_G7,MELK,Opportunistic Maintenance (Planned),8/3/2017 8:00:00 AM,Approved,1,7,0.979166667,0.000679977,12
Load limitation,1/19/2017 5:00:00 PM,MELK_G7,MELK,Opportunistic Maintenance (Planned),1/19/2017 8:00:00 AM,Approved,1,25.9,0.375,0.000260417,12
Load limitation,1/19/2017 5:00:00 PM,MELK_G7,MELK,Opportunistic Maintenance (Planned),1/19/2017 8:00:00 AM,Approved,1,31,0.375,0.000260417,12
Precipitator repairs,7/24/2017 3:30:00 AM,MELK_G7,MELK,Opportunistic Maintenance (Planned),7/23/2017 8:00:00 AM,Approved,1,205.9,0.8125,0.000564236,12
Repack FW v/v,1/12/2016 7:30:00 AM,MELK_G7,MELK,Opportunistic Maintenance (Planned),1/11/2016 11:00:00 AM,Approved,1,215,0.854166667,0.000593171,12
Turbine Ancillary Equipment Outage,6/16/2017 7:30:00 PM,MELK_G7,MELK,Opportunistic Maintenance (Planned),6/16/2017 8:00:00 AM,Approved,1,205.9,0.479166667,0.000332755,12
Cooling Tower Outage,7/24/2016 7:30:00 AM,MELK_G7,MELK,Opportunistic Maintenance (Planned),7/23/2016 8:00:00 AM,Approved,1,227,0.979166667,0.000679977,18
