Description,End Time,Facility Code,Participant Code,Reason,Start Time,Status,Number of Records,Outage MW,Outage Time Days,Outage Time Minutes,Recovery Time Minutes
Operational issues caused real time forced outage.,12/3/2017 1:30:00 PM,PMC_AG,PMC,Forced,12/3/2017 12:00:00 PM,Approved,1,83.903,0.0625,4.340277778e-05,0
Operational issues caused real time forced outage.,12/2/2017 11:30:00 PM,PMC_AG,PMC,Forced,12/2/2017 11:30:00 PM,Approved,1,187.837,0,0,0
Operational issues caused real time forced outage.,12/2/2017 11:00:00 PM,PMC_AG,PMC,Forced,12/2/2017 10:00:00 PM,Approved,1,252.834,0.041666667,2.893518519e-05,0
Operational issues caused real time forced outage.,12/2/2017 7:00:00 PM,PMC_AG,PMC,Forced,12/2/2017 7:00:00 PM,Approved,1,227.081,0,0,0
Operational issues caused real time forced outage.,12/2/2017 6:30:00 PM,PMC_AG,PMC,Forced,12/2/2017 6:30:00 PM,Approved,1,274.142,0,0,0
Operational issues caused real time forced outage.,12/2/2017 6:00:00 PM,PMC_AG,PMC,Forced,12/2/2017 2:00:00 PM,Approved,1,334.796,0.166666667,0.000115741,0
Deviation from resource plan,12/8/2017 11:00:00 AM,TIWEST_COG1,TRMOS,Forced,12/8/2017 11:00:00 AM,Approved,1,25.81,0,0,
Unit did not reach target,12/11/2017 11:30:00 AM,AURICON_PNJ_U1,AURICON,Forced,12/11/2017 11:30:00 AM,Approved,1,33.58,0,0,0
Unit did not reach target,12/11/2017 11:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,12/11/2017 11:00:00 AM,Approved,1,34.082,0,0,0
Unit did not reach target,12/11/2017 10:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,12/11/2017 10:00:00 AM,Approved,1,116.929,0,0,0
deviation from resource plan,12/5/2017 5:00:00 PM,TIWEST_COG1,TRMOS,Forced,12/5/2017 4:30:00 PM,Approved,1,10,0.020833333,1.446759259e-05,
Deviation from resource plan,12/4/2017 12:00:00 AM,TIWEST_COG1,TRMOS,Forced,12/4/2017 12:00:00 AM,Approved,1,16.9,0,0,
TES Report - constrained off MW's.,12/10/2017 2:00:00 PM,PERTHENERGY_KORL_GT1,PUG,Forced,12/10/2017 2:00:00 PM,Approved,1,29.4,0,0,
TES Report - constrained off MW's.,12/9/2017 8:30:00 AM,PERTHENERGY_KORL_GT1,PUG,Forced,12/8/2017 5:00:00 PM,Approved,1,68,0.645833333,0.000448495,
TES Report - constrained off MW's.,12/8/2017 4:30:00 PM,PERTHENERGY_KORL_GT1,PUG,Forced,12/8/2017 4:30:00 PM,Approved,1,67.5,0,0,
TES Report - constrained off MW's.,12/8/2017 4:00:00 PM,PERTHENERGY_KORL_GT1,PUG,Forced,12/8/2017 4:00:00 PM,Approved,1,67.7,0,0,
TES Report - constrained off MW's.,12/8/2017 3:30:00 PM,PERTHENERGY_KORL_GT1,PUG,Forced,12/8/2017 3:30:00 PM,Approved,1,67.2,0,0,
TES Report - constrained off MW's.,12/8/2017 3:00:00 PM,PERTHENERGY_KORL_GT1,PUG,Forced,12/8/2017 3:00:00 PM,Approved,1,67.3,0,0,
TES Report - constrained off MW's.,12/8/2017 2:30:00 PM,PERTHENERGY_KORL_GT1,PUG,Forced,12/8/2017 2:30:00 PM,Approved,1,52,0,0,
TES Report - constrained off MW's.,12/8/2017 1:00:00 PM,PERTHENERGY_KORL_GT1,PUG,Forced,12/8/2017 1:00:00 PM,Approved,1,15.9,0,0,
TES Report - constrained off MW's.,12/5/2017 1:30:00 PM,PERTHENERGY_KORL_GT1,PUG,Forced,12/5/2017 6:00:00 AM,Approved,1,56,0.3125,0.000217014,
TES Report - constrained off MW's.,12/5/2017 5:30:00 AM,PERTHENERGY_KORL_GT1,PUG,Forced,12/5/2017 5:30:00 AM,Approved,1,42.6,0,0,
Refinery issues causing steam & power imbalance.,12/12/2017 11:30:00 AM,AUXC_WGP,AUXC,Forced,12/12/2017 11:30:00 AM,Approved,1,20.65,0,0,
Refinery issues causing steam & power imbalance.,12/12/2017 11:00:00 AM,AUXC_WGP,AUXC,Forced,12/12/2017 11:00:00 AM,Approved,1,18.59,0,0,
Opportune Maintenance,12/18/2017 8:00:00 AM,MELK_G7,MELK,Scheduled (Planned),12/15/2017 8:00:00 AM,Approved,1,211.108,3,0.002083333,12
GT2B lube oil system vacuum pump retrofit.,11/29/2017 4:30:00 PM,PERTHENERGY_KORL_GT1,PUG,Opportunistic Maintenance (Planned),11/29/2017 11:30:00 AM,Approved,1,116,0.208333333,0.000144676,1
Refinery steam and power imbalance.,12/9/2017 10:00:00 AM,AUXC_WGP,AUXC,Forced,12/9/2017 10:00:00 AM,Approved,1,17.59,0,0,
Refinery steam and power imbalance.,12/9/2017 9:30:00 AM,AUXC_WGP,AUXC,Forced,12/9/2017 9:30:00 AM,Approved,1,15.09,0,0,
Deviation from resource plan,12/4/2017 12:30:00 AM,TIWEST_COG1,TRMOS,Forced,12/4/2017 12:30:00 AM,Approved,1,8.94,0,0,
Deviation from resource plan,12/3/2017 10:00:00 PM,TIWEST_COG1,TRMOS,Forced,12/3/2017 10:00:00 PM,Approved,1,18.22,0,0,
Deviation from resource plan,12/3/2017 2:00:00 PM,TIWEST_COG1,TRMOS,Forced,12/3/2017 2:00:00 PM,Approved,1,14.56,0,0,
Deviation from resource plan,11/30/2017 10:30:00 AM,TIWEST_COG1,TRMOS,Forced,11/30/2017 10:30:00 AM,Approved,1,22.38,0,0,
Extended commissioning generator rotor balance,11/30/2017 10:30:00 AM,TIWEST_COG1,TRMOS,Forced,11/30/2017 10:30:00 AM,Cancelled By Market Participant,1,42.1,0,0,0
Extended commissioning generator rotor balance,11/30/2017 7:00:00 AM,TIWEST_COG1,TRMOS,Forced,11/30/2017 7:00:00 AM,Approved,1,28.6,0,0,
Extended commissioning generator rotor balance,11/30/2017 6:30:00 AM,TIWEST_COG1,TRMOS,Forced,11/30/2017 6:30:00 AM,Approved,1,33.9,0,0,
Extended commissioning generator rotor balance,11/30/2017 4:30:00 AM,TIWEST_COG1,TRMOS,Forced,11/30/2017 4:30:00 AM,Approved,1,38.3,0,0,
Planned outage - extended commissioning for generator rotor balancing,11/30/2017 4:00:00 AM,TIWEST_COG1,TRMOS,Forced,11/29/2017 4:30:00 PM,Approved,1,42.1,0.479166667,0.000332755,
Transformer maint,12/15/2017 10:00:00 AM,MWF_MUMBIDA_WF1,MCG,Scheduled (Planned),12/15/2017 9:00:00 AM,Approved,1,55,0.041666667,2.893518519e-05,5
ODOM for compressor wash,12/11/2017 12:30:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),12/11/2017 10:30:00 AM,Approved,1,38.293,0.083333333,5.787037037e-05,0
Low refinery steam demand due to holed F31 thickener feed line,12/10/2017 3:00:00 PM,AUXC_WGP,AUXC,Forced,12/10/2017 3:00:00 PM,Approved,1,19.26,0,0,
Low refinery steam demand due to holed F31 thickener feed line,12/10/2017 9:00:00 AM,AUXC_WGP,AUXC,Forced,12/10/2017 9:00:00 AM,Approved,1,14.99,0,0,
Low refinery steam demand due to holed F31 thickener line,12/10/2017 8:30:00 AM,AUXC_WGP,AUXC,Forced,12/10/2017 8:30:00 AM,Approved,1,14.28,0,0,
Low steam flow due to holed F31 thickener line,12/10/2017 8:00:00 AM,AUXC_WGP,AUXC,Forced,12/10/2017 8:00:00 AM,Approved,1,13.57,0,0,
Low flow steam due to holed F31 thickener feed line,12/10/2017 7:30:00 AM,AUXC_WGP,AUXC,Forced,12/10/2017 7:30:00 AM,Approved,1,14.35,0,0,
Steam flow curtailment within the refinery,12/9/2017 5:30:00 PM,AUXC_WGP,AUXC,Forced,12/9/2017 5:30:00 PM,Approved,1,22.15,0,0,
Steam flow curtailment within the refinery,12/9/2017 5:00:00 PM,AUXC_WGP,AUXC,Forced,12/9/2017 5:00:00 PM,Approved,1,22.46,0,0,
Steam flow curtailment in the refinery.,12/9/2017 12:00:00 PM,AUXC_WGP,AUXC,Forced,12/9/2017 12:00:00 PM,Approved,1,20.47,0,0,
Steam flow curtailment in the refinery.,12/9/2017 11:30:00 AM,AUXC_WGP,AUXC,Forced,12/9/2017 11:30:00 AM,Approved,1,21.04,0,0,
Steam flow curtailment in the refinery.,12/9/2017 11:00:00 AM,AUXC_WGP,AUXC,Forced,12/9/2017 11:00:00 AM,Approved,1,21.05,0,0,
Steam flow curtailment in the refinery.,12/9/2017 10:30:00 AM,AUXC_WGP,AUXC,Forced,12/9/2017 10:30:00 AM,Approved,1,20.13,0,0,
Steam flow curtailment in the refinery.,12/9/2017 10:00:00 AM,AUXC_WGP,AUXC,Forced,12/9/2017 10:00:00 AM,Cancelled By Market Participant,1,14.72,0,0,0
Steam flow curtailment in the refinery.,12/9/2017 9:30:00 AM,AUXC_WGP,AUXC,Forced,12/9/2017 9:30:00 AM,Cancelled By Market Participant,1,14.94,0,0,0
Steam flow curtailment in the refinery.,12/9/2017 9:00:00 AM,AUXC_WGP,AUXC,Forced,12/9/2017 9:00:00 AM,Approved,1,14.33,0,0,
Steam flow curtailment in the refinery.,12/9/2017 8:30:00 AM,AUXC_WGP,AUXC,Forced,12/9/2017 8:30:00 AM,Approved,1,12,0,0,
Western Power Circuit Breaker Outage,12/18/2017 3:30:00 PM,AURICON_PNJ_U1,AURICON,Scheduled (Planned),12/18/2017 6:00:00 AM,Approved,1,31.1,0.395833333,0.000274884,39
R2 model validation and performance tests,12/19/2017 1:00:00 PM,TESLA_PICTON_G1,TSLA_MGT,Scheduled (Planned),12/18/2017 8:00:00 AM,Approved,1,80,1.208333333,0.000839120,1
Retirement pending deregistration.,5/1/2018 7:30:00 AM,MELK_G7,MELK,Forced,12/1/2017 8:00:00 AM,Approved,1,55,150.979166667,0.104846644,0
Retirement pending deregistration.,5/1/2018 7:30:00 AM,MELK_G7,MELK,Forced,12/1/2017 8:00:00 AM,Approved,1,55,150.979166667,0.104846644,0
Retirement pending deregistration.,5/1/2018 7:30:00 AM,MELK_G7,MELK,Forced,12/1/2017 8:00:00 AM,Approved,1,55,150.979166667,0.104846644,0
Retirement pending deregistration.,5/1/2018 7:30:00 AM,MELK_G7,MELK,Forced,12/1/2017 8:00:00 AM,Approved,1,55,150.979166667,0.104846644,0
GT2B lube oil system vacuum pump retrofit.,11/27/2017 3:30:00 PM,PERTHENERGY_KORL_GT1,PUG,Opportunistic Maintenance (Planned),11/27/2017 10:30:00 AM,Rejected,1,56,0.208333333,0.000144676,1
Maintain circuit breaker EMD801.1,12/15/2017 5:00:00 PM,TESLA_PICTON_G1,TSLA_MGT,Scheduled (Planned),12/14/2017 7:00:00 AM,Approved,1,40,1.416666667,0.000983796,1
Boiler inspection,12/8/2017 9:30:00 PM,MELK_G7,MELK,Forced,12/8/2017 8:00:00 AM,Approved,1,211.108,0.5625,0.000390625,0
Operational Issues caused real time forced outage.,11/30/2017 12:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,11/30/2017 12:00:00 PM,Approved,1,29.89,0,0,0
GT2A gas control valve actuator failed and required replacement.,11/30/2017 11:30:00 AM,PERTHENERGY_KORL_GT1,PUG,Forced,11/29/2017 7:30:00 PM,Approved,1,56,0.666666667,0.000462963,
GT1 - one of the engine wiring loom failed and required replacement.,11/28/2017 9:30:00 AM,PERTHENERGY_KORL_GT1,PUG,Forced,11/27/2017 6:00:00 AM,Approved,1,56,1.145833333,0.000795718,
GT1 tripped on EGT failure requiring change-out of parts.,11/26/2017 9:30:00 AM,PERTHENERGY_KORL_GT1,PUG,Forced,11/25/2017 4:00:00 PM,Approved,1,56,0.729166667,0.000506366,
TES Report - constrained off MW's.,11/27/2017 6:00:00 AM,PERTHENERGY_KORL_GT1,PUG,Forced,11/27/2017 6:00:00 AM,Approved,1,49.8,0,0,
Output reduced due to ambient conditions.,12/3/2017 1:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,12/3/2017 1:30:00 PM,Approved,1,33.648,0,0,0
Plant failed to reach target due to operational issue.,11/29/2017 8:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,11/29/2017 8:30:00 PM,Approved,1,21.213,0,0,0
Plant failed to reach target due to operational issue.,11/29/2017 8:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,11/29/2017 8:00:00 PM,Approved,1,20.599,0,0,0
Plant failed to reach target due to operational issue.,11/29/2017 7:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,11/29/2017 7:30:00 PM,Approved,1,21.08,0,0,0
Plant failed to reach target due to operational issue.,11/29/2017 7:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,11/29/2017 7:00:00 PM,Approved,1,21.69,0,0,0
Plant failed to reach target due to operational issue.,11/29/2017 6:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,11/29/2017 6:30:00 PM,Approved,1,22.216,0,0,0
Plant failed to reach target due to operational issue.,11/29/2017 6:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,11/29/2017 6:00:00 PM,Approved,1,22.259,0,0,0
Plant failed to reach target due to operational issue.,11/29/2017 5:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,11/29/2017 5:30:00 PM,Approved,1,22.463,0,0,0
Plant failed to reach target due to operational issue.,11/29/2017 5:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,11/29/2017 5:00:00 PM,Approved,1,22.75,0,0,0
Plant failed to reach target due to operational issue.,11/29/2017 4:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,11/29/2017 4:30:00 PM,Approved,1,22.884,0,0,0
Plant failed to reach target due to operational issue.,11/29/2017 4:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,11/29/2017 4:00:00 PM,Approved,1,22.668,0,0,0
Plant failed to reach target due to operational issue.,11/29/2017 3:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,11/29/2017 3:30:00 PM,Approved,1,21.897,0,0,0
Plant failed to reach target due to operational issue.,11/29/2017 3:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,11/29/2017 3:00:00 PM,Approved,1,13.786,0,0,0
Plant failed to reach target due to operational issue.,11/29/2017 2:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,11/29/2017 2:30:00 PM,Approved,1,13.636,0,0,0
Plant failed to reach target due to operational issue.,11/29/2017 2:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,11/29/2017 2:00:00 PM,Approved,1,13.615,0,0,0
Plant failed to reach target due to operational issue.,11/29/2017 1:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,11/29/2017 1:30:00 PM,Approved,1,13.628,0,0,0
Plant failed to reach target due to operational issue.,11/29/2017 1:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,11/29/2017 1:00:00 PM,Approved,1,13.261,0,0,0
Late ramp up.,12/4/2017 6:30:00 AM,AURICON_PNJ_U1,AURICON,Forced,12/4/2017 6:30:00 AM,Approved,1,133.798,0,0,0
Late ramp up,11/27/2017 5:30:00 AM,AURICON_PNJ_U1,AURICON,Forced,11/27/2017 5:30:00 AM,Approved,1,138.9,0,0,0
Late ramp up,11/26/2017 1:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,11/26/2017 1:30:00 PM,Approved,1,148.125,0,0,0
Boiler inspection,12/8/2017 7:30:00 AM,MELK_G7,MELK,Forced,12/6/2017 5:00:00 AM,Approved,1,211.108,2.104166667,0.001461227,
Delayed Return To service,12/5/2017 10:30:00 PM,MELK_G7,MELK,Forced,12/4/2017 8:00:00 AM,Approved,1,211.108,1.604166667,0.001114005,
Lube oil Pump seal inspection,12/22/2017 1:00:00 PM,KORL_GT3,KORL,Scheduled (Planned),12/21/2017 2:00:00 AM,Approved,1,103.2,1.458333333,0.001012731,8
Power Turbine Borescope inspection,12/20/2017 12:30:00 PM,KORL_GT3,KORL,Scheduled (Planned),12/20/2017 2:00:00 AM,Approved,1,103.2,0.4375,0.000303819,4
FD fan  clean,12/14/2017 2:00:00 PM,MELK_G7,MELK,Scheduled (Planned),12/14/2017 10:00:00 AM,Approved,1,160,0.166666667,0.000115741,12
FD fan  clean,12/13/2017 2:30:00 PM,MELK_G7,MELK,Scheduled (Planned),12/13/2017 10:00:00 AM,Approved,1,160,0.1875,0.000130208,12
Communications outage,12/2/2017 4:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,12/2/2017 3:00:00 AM,Approved,1,26.1,0.041666667,2.893518519e-05,
Pressure safety valves testing and certification,12/20/2017 5:00:00 PM,BW1_GREENWATERS_G2,GW,Scheduled (Planned),12/20/2017 7:00:00 AM,Approved,1,82,0.416666667,0.000289352,2
Pressure safety valve testing and certiification,12/19/2017 5:00:00 PM,BW1_GREENWATERS_G2,GW,Scheduled (Planned),12/19/2017 7:00:00 AM,Approved,1,82,0.416666667,0.000289352,2
Pressure safety valves testing and certification,12/18/2017 5:00:00 PM,BW1_GREENWATERS_G2,GW,Scheduled (Planned),12/18/2017 7:00:00 AM,Approved,1,82,0.416666667,0.000289352,2
Refinery steam & power imbalance.,12/5/2017 6:30:00 PM,AUXC_WGP,AUXC,Forced,12/5/2017 6:30:00 PM,Approved,1,13.38,0,0,
Refinery steam & power imbalance.,12/5/2017 6:00:00 PM,AUXC_WGP,AUXC,Forced,12/5/2017 6:00:00 PM,Approved,1,15.64,0,0,
Refinery steam & power imbalance.,12/5/2017 5:30:00 PM,AUXC_WGP,AUXC,Forced,12/5/2017 5:30:00 PM,Approved,1,10.24,0,0,
TX1 de-energised to facilitate Western Power works.,11/23/2017 4:30:00 PM,AURICON_PNJ_U1,AURICON,Consequential,11/23/2017 3:00:00 PM,Approved,1,44.5,0.0625,4.340277778e-05,0
ODOM for compressor wash,12/4/2017 2:00:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),12/4/2017 9:30:00 AM,Approved,1,38.293,0.1875,0.000130208,0
Load control setting error,12/1/2017 4:30:00 PM,TIWEST_COG1,TRMOS,Forced,12/1/2017 4:00:00 PM,Approved,1,34,0.020833333,1.446759259e-05,
Refinery steam and power imbalance.,12/2/2017 5:00:00 PM,AUXC_WGP,AUXC,Forced,12/2/2017 5:00:00 PM,Approved,1,16.12,0,0,
Refinery steam and power imbalance.,12/2/2017 4:30:00 PM,AUXC_WGP,AUXC,Forced,12/2/2017 4:30:00 PM,Approved,1,16.45,0,0,
Refinery steam and power imbalance.,12/2/2017 4:00:00 PM,AUXC_WGP,AUXC,Forced,12/2/2017 4:00:00 PM,Approved,1,17.83,0,0,
Refinery steam and power imbalance.,12/2/2017 3:30:00 PM,AUXC_WGP,AUXC,Forced,12/2/2017 3:30:00 PM,Approved,1,14.56,0,0,
Refinery steam and power imbalance.,12/2/2017 3:00:00 PM,AUXC_WGP,AUXC,Forced,12/2/2017 3:00:00 PM,Approved,1,14.36,0,0,
Refinery steam and power imbalance.,12/2/2017 2:30:00 PM,AUXC_WGP,AUXC,Forced,12/2/2017 2:30:00 PM,Approved,1,16.09,0,0,
Refinery steam power imbalance.,12/2/2017 9:00:00 AM,AUXC_WGP,AUXC,Forced,12/2/2017 9:00:00 AM,Approved,1,13.88,0,0,
Output from wind farm limited.,11/25/2017 4:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,11/23/2017 5:00:00 PM,Approved,1,15.1,1.958333333,0.001359954,
TX1 de-energised to facilitate Western Power works.,11/23/2017 4:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,11/23/2017 3:00:00 PM,Cancelled By Market Participant,1,15.1,0.0625,4.340277778e-05,0
Output from wind farm limited.,11/23/2017 2:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,11/23/2017 7:30:00 AM,Approved,1,15.1,0.291666667,0.000202546,
Output from wind farm limited.,11/23/2017 7:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,11/23/2017 4:30:00 AM,Approved,1,44.65,0.104166667,7.233796296e-05,
FO (Western Power works),11/27/2017 3:30:00 PM,GRASMERE_WF1,EUCT,Consequential,11/27/2017 8:00:00 AM,Approved,1,13.8,0.3125,0.000217014,0
FO (Western Power works),12/1/2017 4:30:00 PM,GRASMERE_WF1,EUCT,Consequential,12/1/2017 4:00:00 PM,Approved,1,13.8,0.020833333,1.446759259e-05,0
FO (Western Power works),12/1/2017 4:30:00 PM,GRASMERE_WF1,EUCT,Consequential,12/1/2017 4:00:00 PM,Approved,1,21.6,0.020833333,1.446759259e-05,0
FO (Western Power works),11/24/2017 6:30:00 AM,GRASMERE_WF1,EUCT,Consequential,11/24/2017 6:00:00 AM,Approved,1,13.8,0.020833333,1.446759259e-05,0
FO (Western Power works),11/24/2017 6:30:00 AM,GRASMERE_WF1,EUCT,Consequential,11/24/2017 6:00:00 AM,Approved,1,21.6,0.020833333,1.446759259e-05,0
FO (Western Power works),11/24/2017 6:30:00 PM,GRASMERE_WF1,EUCT,Forced,11/24/2017 6:00:00 AM,Cancelled By Market Participant,1,13.8,0.520833333,0.000361690,0
FO (Western Power works),11/24/2017 6:30:00 PM,GRASMERE_WF1,EUCT,Forced,11/24/2017 6:00:00 AM,Cancelled By Market Participant,1,21.6,0.520833333,0.000361690,0
ODDM for the compressor wash,11/29/2017 12:00:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),11/29/2017 9:30:00 AM,Approved,1,38.293,0.104166667,7.233796296e-05,0
Major unit overhaul extension,12/7/2017 7:30:00 AM,MELK_G7,MELK,Scheduled (Planned),12/4/2017 8:00:00 AM,Not Accepted,1,211,2.979166667,0.002068866,39
Turbine vibrations,11/28/2017 8:30:00 AM,MELK_G7,MELK,Forced,11/28/2017 8:30:00 AM,Approved,1,8.977,0,0,0
Unit had limited output.,11/21/2017 6:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,11/21/2017 6:30:00 PM,Approved,1,22.9,0,0,0
Unit did not reach target.,11/21/2017 6:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,11/21/2017 6:00:00 PM,Approved,1,16.228,0,0,0
Unit did not reach target.,11/21/2017 5:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,11/21/2017 5:30:00 PM,Approved,1,16.919,0,0,0
Unit did not reach target.,11/21/2017 5:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,11/21/2017 5:00:00 PM,Approved,1,65.113,0,0,0
Unit did not reach target due to unit trip.,11/21/2017 4:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,11/21/2017 4:30:00 PM,Approved,1,107.768,0,0,0
Unit did not meet target during ramp-up,11/20/2017 3:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,11/20/2017 3:30:00 PM,Approved,1,148.288,0,0,0
Turbine limitations,1/1/2018 7:30:00 AM,MELK_G7,MELK,Forced,11/21/2017 9:00:00 AM,Approved,1,4,40.9375,0.028428819,0
TES Report - constrained off MW's.,11/23/2017 7:00:00 AM,PERTHENERGY_KORL_GT1,PUG,Forced,11/23/2017 7:00:00 AM,Approved,1,49.6,0,0,
TES Report - constrained off MW's.,11/20/2017 5:00:00 PM,PERTHENERGY_KORL_GT1,PUG,Forced,11/20/2017 5:00:00 PM,Approved,1,62.4,0,0,
TES Report - constrained off MW's.,11/20/2017 4:30:00 PM,PERTHENERGY_KORL_GT1,PUG,Forced,11/20/2017 4:30:00 PM,Approved,1,16.9,0,0,
Power supply to site was removed due to fault on Western Power Network (Incident #4042475 and 4042555). Site cannot operate when Western Power network is down. Will request conversion to consequential.,11/30/2017 9:00:00 AM,TESLA_PICTON_G1,TSLA_MGT,Consequential,11/30/2017 6:00:00 AM,Approved,1,9.9,0.125,8.680555556e-05,0
ODOM,11/28/2017 12:00:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),11/28/2017 9:30:00 AM,Rejected,1,38.293,0.104166667,7.233796296e-05,0
TES Report - constrained off MW's.,11/16/2017 11:00:00 PM,PERTHENERGY_KORL_GT1,PUG,Forced,11/16/2017 11:00:00 PM,Cancelled By Market Participant,1,14.6,0,0,0
TES Report - constrained off MW's.,11/16/2017 10:30:00 AM,PERTHENERGY_KORL_GT1,PUG,Forced,11/16/2017 10:30:00 AM,Cancelled By Market Participant,1,19.2,0,0,0
TES Report - constrained off MW's.,11/16/2017 9:30:00 AM,PERTHENERGY_KORL_GT1,PUG,Forced,11/16/2017 9:30:00 AM,Cancelled By Market Participant,1,25.7,0,0,0
TES Report - constrained off MW's,11/15/2017 4:30:00 PM,PERTHENERGY_KORL_GT1,PUG,Forced,11/15/2017 4:30:00 PM,Cancelled By Market Participant,1,25.7,0,0,0
TES Report - constrained off MW's,11/15/2017 1:30:00 PM,PERTHENERGY_KORL_GT1,PUG,Forced,11/15/2017 1:30:00 PM,Cancelled By Market Participant,1,14.9,0,0,0
TES Report - constrained off MW's.,11/13/2017 4:00:00 PM,PERTHENERGY_KORL_GT1,PUG,Forced,11/13/2017 4:00:00 PM,Cancelled By System Management,1,15.4,0,0,0
Partial forced outage,11/28/2017 5:30:00 PM,KORL_GT3,KORL,Forced,11/28/2017 5:30:00 PM,Approved,1,46.24,0,0,0
Partial forced outage,11/28/2017 5:00:00 PM,KORL_GT3,KORL,Forced,11/28/2017 5:00:00 PM,Approved,1,54.91,0,0,
GT1 fire protection panel instrument fault,11/25/2017 2:30:00 AM,BW1_GREENWATERS_G2,GW,Forced,11/25/2017 2:00:00 AM,Approved,1,41,0.020833333,1.446759259e-05,
GT1 Fire protection instrument fault,11/24/2017 9:00:00 PM,BW1_GREENWATERS_G2,GW,Forced,11/24/2017 8:30:00 PM,Approved,1,41,0.020833333,1.446759259e-05,
ODOM,11/28/2017 3:30:00 PM,PJRH_GT11,PJRH,Opportunistic Maintenance (Planned),11/28/2017 9:30:00 AM,Approved,1,38.293,0.25,0.000173611,0
FO,11/27/2017 4:30:00 PM,PJRH_GT11,PJRH,Forced,11/25/2017 7:30:00 PM,Approved,1,118.609,1.875,0.001302083,0
FO,11/25/2017 7:00:00 PM,PJRH_GT11,PJRH,Forced,11/25/2017 7:00:00 PM,Approved,1,19.768,0,0,
Incorrect nomination while gas turbine shut down.,11/28/2017 12:00:00 AM,AUXC_WGP,AUXC,Forced,11/28/2017 12:00:00 AM,Approved,1,26,0,0,
Gas Turbine trip,11/26/2017 6:30:00 PM,AUXC_WGP,AUXC,Forced,11/26/2017 1:30:00 PM,Approved,1,26,0.208333333,0.000144676,
"Power to the site was removed for unplanned pole replacement. Power was removed for longer than advised, which required attending site once power was returned to restore site.",11/24/2017 8:00:00 PM,TESLA_PICTON_G1,TSLA_MGT,Consequential,11/24/2017 9:30:00 AM,Approved,1,9.9,0.4375,0.000303819,0
